name,city,address,website,phone,rating
Bad Ass Coffee of Hawaii,Orange Beach,"24824 Canal Rd Suite A, Orange Beach, AL 36561, USA",https://badasscoffee.orderexperience.net/66f71b41f66b1f8f790a96c3/menu,#ERROR!,4.6
J's Bakery and Cafe,Gulf Shores,"2014 N 12th Ave, Gulf Shores, FL",http://www.jsbakeryandcafe.com/,(850) 439-6546,4.3
Foxy's Waffle Bar and Sugar Den,Gulf Shores,"202 Lemoyne Dr, Gulf Shores, AL",https://www.facebook.com/foxyswafflebar/,(251) 861-5683,4.6
Spoonz Rolled Ice Cream,Gulf Shores,"1544 Gulf Shores Pkwy, Gulf Shores, AL",https://facebook.com/SpoonzRolledIceCream,(256) 736-4021,4.9
A Specialty Bakery,Gulf Shores,"2200 E 2nd St STE I, Gulf Shores, AL 36542, USA",http://aspecialtybakery.net/,(251) 968-2253,4.8
Tropical Sno,Gulf Shores,"520 W Beach Blvd #6436, Gulf Shores, AL",,(251) 213-5651,4.7
Cherry on Top,Gulf Shores,"132 W 1st Ave #1, Gulf Shores, AL",https://m.facebook.com/profile.php?id=100063713581591,(251) 224-4160,4.8
Beachside Brew,Gulf Shores,"24132 Perdido Beach Blvd 2nd Floor, Gulf Shores, AL",,(251) 496-8079,5
Bikini Blini Bakery,Gulf Shores,"101 D S Owa Blvd, Gulf Shores, AL",http://bikiniblini.com/,(251) 609-1226,4.7
Happy Pappys Coffeehouse,Gulf Shores,"1550 W 2nd St Unit A5, Gulf Shores, AL 36542, USA",https://www.happypappyscoffee.com/,#ERROR!,4.8
Lighthouse Bakery,Gulf Shores,"919 Chaumont Ave, Gulf Shores, AL",https://www.facebook.com/LighthouseBakery/,(251) 861-2253,4.7
Cowbell Rolled Ice Cream,Gulf Shores,"2200 E 2nd St STE D, Gulf Shores, AL",http://cowbellrolledicecream.com/?utm_source=gmb&utm_medium=referral,(251) 970-2355,4.9
Petes Ice Cream and Donuts,Gulf Shores,"8 Market St, Gulf Shores, AL",,(251) 981-0115,4.5
Craft Gourmet Bakery & Cafe,Gulf Shores,"615 Scenic Hwy, Gulf Shores, FL",http://craftgourmetbakery.com/,(850) 332-5921,4.9
The Southern Grind Coffee House at the WHARF,Orange Beach,"4751 Main St #116, Orange Beach, AL 36561, USA",http://www.thesoutherngrind.com/,(251) 923-3265,4.4
Island Sweets Ice Cream And Coffee Shop,Gulf Shores,"13700 Perdido Key Dr UNIT 108, Gulf Shores, FL",,(850) 332-5821,4.3
West Beach Coffee House,Gulf Shores,"900 W Beach Blvd #200, Gulf Shores, AL 36542, USA",,,4.4
Del's Ice Cream,Gulf Shores,"400 Gulf Shores Pkwy, Gulf Shores, AL",https://www.delsicecream.com/,(251) 317-4042,4.9
Milkshake Momma (Mama) Orange Beach,Gulf Shores,"25908 Canal Rd Suite F, Gulf Shores, AL",http://milkshakemomma.com/,(251) 228-4970,4.5
Surfside Pizza & Ice Cream,Gulf Shores,"520 W Beach Blvd, Gulf Shores, AL",https://surfsidepizza.com/,(251) 948-0078,4.2
Island Ice Cream & Treats,Gulf Shores,"1154 W Beach Blvd, Gulf Shores, AL",http://www.islandicecreamandtreats.com/,(251) 540-2423,4.6
Sugar Beach Bakery,Gulf Shores,"3489 Gulf Breeze Pkwy, Gulf Shores, FL",https://98bakery.com/,(850) 789-0333,4.6
Coastal Coffee Co.,Orange Beach,"27200 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.perdidobeachresort.com/Coastal-Coffee-Co,(251) 981-9811,3.1
BuzzCatz Coffee & Sweets,Orange Beach,"{'street': '25689 Canal Road Ste. A', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",http://www.buzzcatzcoffeeandsweets.com/,(251) 980-2899,4.5
Gelato Scoop - Gulf Shores,Gulf Shores,"101 E Beach Blvd Suite G, Gulf Shores, AL",https://iscream-gelato.com/locations/ice-cream-the-hangout-gulf-shores-alabama/,(251) 286-3129,4.4
Scoops Ice Cream,Gulf Shores,"601 Gulf Shores Pkwy, Gulf Shores, AL",,(251) 948-4800,4.6
Gourmet World Market,Gulf Shores,"Pelican Place At Craft Farms, Gulf Shores, AL",https://www.facebook.com/gourmetworldmarketal,(251) 285-5431,4.8
Pelican Scoops Ice Cream - Gulf Shores,Gulf Shores,"2429 E 2nd St, Gulf Shores, AL",https://www.facebook.com/profile.php?id=61557149854084&mibextid=kFxxJD,(251) 609-1515,4.9
The Yard Milkshake Bar,Gulf Shores,"3800 Gulf Shores Pkwy, Gulf Shores, AL",https://www.theyardmilkshakebar.com/gulf-shores-menu,(251) 948-0121,4
Kilwins Ice Cream & Chocolate Shop,Gulf Shores,"4751 Main St Unit F113, Gulf Shores, AL",https://www.kilwins.com/pages/stores-near-me-orange-beach-al-36561-0269,(251) 424-7425,5
Anchored Coffee House,Gulf Shores,"{'street': '1229 Gulf Shores Pkwy, Suite 101', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",https://anchoredcoffeehouse0557.s4shops.com/,(251) 486-0600,4.4
Gage's Ice Cream,Gulf Shores,"1538 Gulf Shores Pkwy #5, Gulf Shores, AL",,(251) 219-0382,5
Dippin' Dots,Gulf Shores,"217 Gulf Shores Pkwy, Gulf Shores, AL",http://dippindots.com/,(251) 923-4334,4
Bear Fruit Bowls and Coffee,Gulf Shores,"13440 Perdido Key Dr, Gulf Shores, FL",https://www.bearfruitbowls.com/,(850) 972-0469,4.8
Bahama Buck's - Orange Beach,Gulf Shores,"25747 Perdido Beach Blvd, Gulf Shores, AL",https://bahamabucks.com/shop/orange-beach/,(251) 395-4209,4.9
The Village Creamery,Gulf Shores,"925 Beach Club Trail, Gulf Shores, AL",https://thebeachclub.spectrumresorts.com/dining/village-creamery/,(251) 224-3660,4.3
Sweet Meltdown,Gulf Shores,"25054 State Ave, Gulf Shores, AL",,(251) 228-1999,4.8
