name,address,category,website,phone,rating,place_id
Big Beach Brewing,"300 E 24th Ave, Gulf Shores, AL 36542, USA",RESTAURANTS,http://bigbeachbrewing.com/,(251) 948-2337,4.8,ChIJtWvLtCAFmogRenDIewwqX_0
Bleus Burger Restaurant and Bar,"3800 Gulf Shores Pkwy #240, Gulf Shores, AL 36542, USA",RESTAURANTS,http://www.bleusburger.com/,(251) 219-8448,4.4,ChIJQ905j5IRmogRG4TocLT79mI
Tuscany Pizza and Grill,"Pelican Place, 3800 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,http://tuscanypizzaandgrill.com/,(251) 948-0777,4.4,ChIJxxwt8EAFmogRdMLZnSChNW8
Gulf to Go,"287 Royal Dr, Gulf Shores, AL 36542, USA",RESTAURANTS,,(251) 973-6424,3.1,ChIJYzWO0hUFmogRmyAe_b4QoEM
Marco's Pizza,"160 Cotton Creek Dr, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.marcos.com/our-locations/restaurants/AL/Gulf-Shores/marcos-pizza-cotton-creek-drive-gulf-shores-gulf-shores-1,(251) 975-1200,4.1,ChIJFZwMIz8FmogRtKYd6pZlhYg
Zaxbys Chicken Fingers & Buffalo Wings,"1800 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.zaxbys.com/locations/al/gulf-shores/1800-gulf-shores-pkwy/?utm_source=local&utm_medium=organic&utm_campaign=gmb,(251) 948-0400,4.2,ChIJU5YaANoEmogR3cXILeBEY54
Waffle House,"382 E Beach Blvd, Gulf Shores, AL 36542, USA",RESTAURANTS,https://locations.wafflehouse.com/gulfshores-al-849,(251) 948-5901,4.1,ChIJ8Vktx74EmogRHMOB-mgto2U
LongHorn Steakhouse,"3810 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.longhornsteakhouse.com/locations/al/gulf-shores/gulf-shores/5313?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:gulf-shores-al-5313_pl:locurl_rd:1262,(251) 967-3480,4.4,ChIJGcIpAUQFmogRA6s7Y2EfNfE
Publix Super Market at Colonial Promenade at Craft Farms,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.publix.com/?setstorenumber=1292&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,(251) 948-1281,4.6,ChIJlXxkcgsFmogRDvfiVJMfXjk
Hope's Cheesecake,"210 E 20th Ave, Gulf Shores, AL 36542, USA",RESTAURANTS,http://www.hopescheesecake.com/,(251) 968-5858,4.7,ChIJO0ybqNkEmogR6hL2lExVt_E
Lickin Good Donuts & Kolaches -Gulf Shores,"229 E 20th Ave #14, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.facebook.com/pages/category/Donut-Shop/Lickin-Good-Donuts-in-Gulf-Shores-2088614001361563/,(251) 233-3968,4.8,ChIJuXQqoLsFmogRUv-RQRzm7XI
Publix Super Market at Paradise Isle Shopping Center,"1720 Gulf Shores Pkwy Ste 2, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.publix.com/?utm_medium=maps&utm_source=google&utm_content=psm_google_override,(251) 240-3003,4.6,ChIJ50sltUwFmogRQIVITbctU9w
Mudbugs Dive Bar,"624 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.facebook.com/MudBugs-Pub-113373175361869/,(251) 948-8081,3.9,ChIJSdb2GMgEmogRAwBI9yxd9kM
Hibas Gulf Shores Karaoke & Arcade Bar,"3800 Gulf Shores Pkwy Suite 210, Gulf Shores, AL 36542, USA",RESTAURANTS,https://hibasgulfshores.com/,(251) 279-0414,4.7,ChIJq1nqFGIFmogR1NvUS6NC7Ec
Bar 45,"4500 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,https://oneclubgulfshores.com/45-restaurant-bar/,(251) 968-3234,4.4,ChIJ0YX5QzsFmogRb8bAOPNEQgQ
China Dragon,"2200 E 2nd St STE K, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.chinadragonalabama.com/,(251) 968-2115,3.6,ChIJu5pMMt8EmogRZhZkp4iCBAc
Domino's Pizza,"1145 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(251) 968-4110,3.2,ChIJZ364m88EmogRTkJ46rAyfDU
Domino's Pizza,"3947 AL-59 Ste 180 STE 180, Gulf Shores, AL 36542, USA",RESTAURANTS,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(251) 228-5425,3.5,ChIJZ01pVu8FmogResJPxRyhpV0
Surfside Pizza & Ice Cream,"520 W Beach Blvd, Gulf Shores, AL 36542, USA",RESTAURANTS,https://surfsidepizza.com/,(251) 948-0078,4.2,ChIJuSrEU_YbmogRYGp99msvoIQ
Sbarro,"7074 AL-59, Gulf Shores, AL 36480, USA",RESTAURANTS,http://www.sbarro.com/,(251) 571-3079,3.6,ChIJN5eLm68PmogRNp0pj8Hu_Xo
Gulf State Park,"20115 State Park Road, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.alapark.com/parks/gulf-state-park,(251) 948-7275,4.7,ChIJAf8qlDAEmogROxDShN5jCUY
Luxury RV Resort,"590 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.luxuryrvresort.com/,(251) 948-5444,4.6,ChIJ_a_PDrgEmogRCCspEmyydGs
Island Retreat RV Park,"18201 AL-180, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.islandretreatrvpark.com/,(251) 967-1666,4.6,ChIJDUsUKjkbmogRbWPuDoNJht8
Gulf Breeze RV Resort,"19800 Oak Rd W, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://thegulfbreezervresort.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,(251) 968-8884,4.4,ChIJd8X7NEUFmogRNnUEN03TefE
Bon Secour National Wildlife Refuge,"12295 AL-180, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.fws.gov/refuge/Bon_Secour/,(251) 540-7720,4.7,ChIJZ9Gix9EYmogRMU9m7jvfbNY
Meyer Park,"400 E 22nd Ave, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.gulfshoresal.gov/1173/Meyer-Park-Pavilion,(251) 968-1173,4.6,ChIJP_J_f98EmogR60gSMkAZ6q8
Gulf State Park Pier,"20800 E Beach Blvd, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.alapark.com/parks/gulf-state-park/fishing-and-education-pier,(251) 967-3474,4.7,ChIJNea8h40EmogRpyRFDB5QQTI
Waterville USA/Escape House,"906 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://watervilleusa.com/,(251) 948-2106,4.3,ChIJ3ao5J8YEmogRYuPjg64q4VI
Gulf Shores Dog Park,"308 Clubhouse Dr, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.gulfshores.com/things-to-do/gulf-shores-dog-park/,,4.5,ChIJx_W1-9MEmogRsPq06_BNoHA
City Of Gulf Shores Wetlands Park,"19025 Oak Rd W, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.gulfshoresal.gov/1224/Wetlands-Park,(251) 968-1420,4.5,ChIJXzQmpFQFmogRkXd8LcjtfU0
Mo's Landing Park,"18068 Fort Morgan Road, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.gulfshoresal.gov/1221/Mos-Landing,(251) 968-2425,4.9,ChIJYUyTjT8bmogRStCrDyTIJDo
Alabama Gulf Coast Zoo,"20499 Oak Rd E, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://alabamagulfcoastzoo.com/,(251) 256-7008,4.1,ChIJo_yEkM8EmogRDy2K9NjKr4c
Gulf Shores Museum,"244 W 19th Ave, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.gulfshoresal.gov/356/Museum,(251) 968-5099,4.5,ChIJF2M0wtYEmogRSxwl2HJbaSk
Ike's Bikes at Gulf State Park,"21101 AL-135, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://coastalsegwayadventures.com/,(251) 509-8687,4.5,ChIJnXiAw4wEmogRtbCOZF5CACw
Doc's RV Park,"17595 AL-180, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.docsrvpark.com/,(251) 968-4511,4.5,ChIJBTMiPBMbmogRWLSLmE8XwXc
Sugar Sands RV Resort,"5343 Roscoe Rd, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://sugarsandsrvresort.com/,(251) 968-2223,4.7,ChIJsc9Co2MPmogR_ZoS1SxpSw4
Bay Breeze RV on the Bay,"1901 Bay Breeze Pkwy, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.baybreezerv.com/,(251) 540-2362,4.7,ChIJvWiOTkwbmogRf4s5B5YRVGU
Gulf Coast RV Park,"5584 Co Rd 6, Gulf Shores, AL 36542, USA",ATTRACTIONS,,(251) 968-6494,4.1,ChIJZcfsiZMamogRyDap7NWSBWk
Sun Runners RV Park,"19480 Co Rd 8, Gulf Shores, AL 36542, USA",ATTRACTIONS,,(251) 955-5257,4.1,ChIJ3_CjT_8PmogROih-7lBaaZo
The Track - Gulf Shores,"3200 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.funatthetrack.com/,(251) 270-0209,4.4,ChIJQQO2vSUFmogR22AAIgNvFAc
Gulf Shores Kayak Rentals,"824 Gulf Shores Pkwy C-4, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://gulfshoresbikerentals.com/gulf-shores-kayak-rentals,(251) 210-9037,4.9,ChIJN82TcmUFmogRpoi30rg0z6A
Office of New Zoo Development,"20499 Oak Rd E, Gulf Shores, AL 36542, USA",ATTRACTIONS,,,4.4,ChIJSWQQL2YFmogRPhKHhM4LbiQ
Ccc Museum,"Gulf Shores, AL 36542, USA",ATTRACTIONS,,,3,ChIJEVdbs9wEmogRLqzVa3AeXqI
The Susan N. McCollough Gallery & Art Studio,"350 Cypress Bend Dr UNIT 105, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.susannmccolloughart.media/,(251) 967-7677,4.5,ChIJ05K9lm4FmogRELO5dxVYlVs
Gulf Coast Arts Alliance,"225 E 24th Ave, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://gulfcoastartsalliance.com/,(251) 948-2627,4.7,ChIJVU6qmycFmogRGnq2F8oz28A
Kristin Pierre Art,"309 E 21st Ave Entrance- Suite B, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.kpierreart.com/,(251) 677-1289,5,ChIJmQLdRz4FmogRm9c1veRlvc4
Swiger Studio,"1538 Gulf Shores Pkwy UNIT 6, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.swigerstudio.com/,(251) 609-1162,4.5,ChIJf55lIP8FmogRQAerNxwbQyo
Sago Art Gallery at Beach Girl At Home,"3947 AL-59, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.beachgirlathome.com/,(251) 223-4914,0,ChIJkagkkrwFmogR-YBC4bqTmVI
Laura Caffey Art Works,"11565 Council Ln, Gulf Shores, AL 36542, USA",ATTRACTIONS,,(251) 472-5414,0,ChIJywl1hYEZmogR24wNdgLJtis
Southport Campground,"108 Waterway W Blvd, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://southportcampground.com/wp/,(251) 968-6220,4.1,ChIJvWiOTkwbmogRbbSSfsWeHaY
Lazy Lake RV Park,"18950 Old Plash Island Rd Ste B, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.lazylakervpark.com/,(251) 968-7875,3.8,ChIJ61GtQ7camogRDhyj3klhVuY
Gulf State Park Campground,"22050 Campground Rd, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://www.alapark.com/parks/gulf-state-park/rv-and-primitive-campground,(251) 948-7275 ext. 92020,4.7,ChIJcabZhV8FmogRw41tXMSYFLQ
Two Lakes RV Resort,"22353 Twin Lks Cir, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://twolakesrvresort.com/,(251) 714-2709,4.4,ChIJZc-hLwAbmogRnnrRyVLTYOU
Bueno Vista RV Resort,"216 E 24th Ave, Gulf Shores, AL 36542, USA",ATTRACTIONS,,,0,ChIJbVDqUAAFmogRe4r7WjERXAc
Gulf Shores RV Resort,"18717 Barefoot Wy, Gulf Shores, AL 36542, USA",ATTRACTIONS,https://rvcoutdoors.com/gulf-shores-rv-resort/,(251) 244-1015,4.7,ChIJa5HacG8bmogRnvEM2YG4uH4
Paradise Citi Campground,"18780 Pine Acres Rd, Gulf Shores, AL 36542, USA",ATTRACTIONS,http://www.rveverafter.com/,(708) 703-1041,5,ChIJTQW0KPMRmogRg07rdoY_n1U
Uptown Plaza,"229 E 20th Ave, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 923-6475,4.5,ChIJxxbtIkMFmogRanNZc8vb8PY
Paradise Isle Shopping Center,"1720 AL-59, Gulf Shores, AL 36542, USA",SHOPPING,,,4.7,ChIJq6qqFtoEmogReU-HrjlIiRE
Pelican Place at Craft Farms,"3800 Gulf Shores Pkwy Suite 402, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 968-3638,4.8,ChIJ4zmL3UEFmogRczf5wBtr5d4
The Square Shopping Center,"1538 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 609-2873,5,ChIJfwEuTZUFmogRrkAQ9JT_nwU
Del Mar Properties LLC,"3757 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,http://www.retailspaceingulfshores.com/,(251) 968-7438,4.3,ChIJTyvbrkYFmogRPNp1X1Qdwso
Think Outside...,"6642B AL-59, Gulf Shores, AL 36542, USA",SHOPPING,http://www.thinkoutsidegulfshores.com/,(251) 968-9775,4.5,ChIJJ1vMl0QFmogRMJLnXQtChSI
Budget Blinds of Baldwin County,"183 Northshore Pl, Gulf Shores, AL 36542, USA",SHOPPING,http://www.budgetblinds.com/baldwincounty/?utm_source=Internet&utm_medium=Directory&utm_campaign=GOOGLE-PLACES,(251) 948-7626,4.9,ChIJdVMyJzgFmogRsyLfqBqbaJA
Beachside Furniture & Interiors,"3947 Gulf Shores Pkwy Suite 200, Gulf Shores, AL 36542, USA",SHOPPING,https://www.beachsidefurnitureinteriors.com/,(251) 968-2734,4.9,ChIJwyJJDEQFmogRXi973IKmBck
Geez Louise Boutique,"701 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,http://shopgeezlouise.com/,(251) 270-4439,4.4,ChIJQ5giJsgEmogRoK47NnWndRo
Chevron,"2105 E 2nd St, Gulf Shores, AL 36542, USA",SHOPPING,https://www.chevronwithtechron.com/station/,(251) 968-7775,3.7,ChIJ74HuJtkEmogRC82vHkxk-bQ
Murphy USA,"140 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SHOPPING,http://www.murphyusa.com/,(251) 540-7602,4.1,ChIJN6G97s8EmogRnA32Z9yhO4o
Walmart Garden Center,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SHOPPING,https://www.walmart.com/store/2748-gulf-shores-al/patio-garden-services/?veh=seo_loc,(251) 968-5871,2.8,ChIJdc_Z6NoEmogR82l5Sb15iXg
Target,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,https://www.target.com/sl/gulf-shores/2154,(251) 967-7001,4.1,ChIJR8VZ1EYFmogRc_3EjBkwl10
Walgreens,"1421 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,https://www.walgreens.com/locator/walgreens-1421+gulf+shores+pkwy-gulf+shores-al-36542/id=1230,(251) 968-5946,3.1,ChIJXft5lM8EmogRhBbGPdpU5Mw
Beach House Boutique,"3800 Gulf Shores Pkwy #320, Gulf Shores, AL 36542, USA",SHOPPING,http://shopthebeachlife.com/,(251) 948-7467,3.3,ChIJt5WsAUQFmogRHz5JE0viX-E
Island Girl Jewelry & Souvenirs,"501 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 540-1335,4.6,ChIJvwxxwbcEmogRMfAk0QCG7Qo
The Royal Standard,"3769 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,https://www.theroyalstandard.com/?utm_source=google&utm_medium=organic&utm_campaign=gulf_shores,(251) 243-7074,4.7,ChIJ96vcKTkFmogRiUgzW8L1RGY
Angel Hair Salon & Boutique,"128 Cove Ave, Gulf Shores, AL 36542, USA",SHOPPING,http://myangelhair.com/,(251) 923-6992,4.6,ChIJr9trw9EEmogRj_nU3KdoMD4
Books-A-Million,"3800 Gulf Shores Pkwy Suite 430, Gulf Shores, AL 36542, USA",SHOPPING,https://www.booksamillion.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-421,(251) 968-4222,4.5,ChIJt5WsAUQFmogRm3FhmPH7SS8
ConventionSouth Media Group,"750 Commerce Dr Suite 1, Gulf Shores, AL 36542, USA",SHOPPING,http://conventionsouth.com/,(800) 968-0712,0,ChIJRRYuPtcEmogRfl9lgLzkuAQ
Sheriece Writes,"20050 Oak Rd E, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 284-6404,0,ChIJfwOlJ7YFmogR3ZqYRQFQkA4
Computer Rescue,"723 W Beach Blvd, Gulf Shores, AL 36542, USA",SHOPPING,,(251) 942-2119,0,ChIJvWiOTkwbmogRbwmm1Ixi6sU
Walmart Photo Center,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SHOPPING,https://www.walmart.com/store/2748-gulf-shores-al/?veh=seo_loc,(251) 968-5916,5,ChIJg9iMWsUEmogRHvy9mph7NVw
Offshore Marine Electronics LLC,"217 E 16th Ave, Gulf Shores, AL 36542, USA",SHOPPING,http://www.offshoremarineal.com/,(251) 308-4443,5,ChIJE2h3s6AFmogRelw0xEsZblI
Walmart Business Center,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SHOPPING,https://business.walmart.com/cp/5851059?veh=seo_loc,(251) 968-5871,0,ChIJpyJGIjgFmogRww5NW8sv_5Q
Dollar General,"15827 A AL-180, Gulf Shores, AL 36542, USA",SHOPPING,https://www.dollargeneral.com/store-directory/al/gulf-shores/11840,(205) 419-6746,4.2,ChIJwcVxtZUbmogRYQypnBHmvHM
Dollar General,"224 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SHOPPING,https://www.dollargeneral.com/store-directory/al/gulf-shores/14179,(251) 219-0618,4.4,ChIJZf-ZbLcEmogR3LrCOLOCdG8
Closets by Island Enclosures,"3757 Gulf Shores Pkwy ste e, Gulf Shores, AL 36542, USA",SHOPPING,https://islandenclosures.com/closets.html,(251) 968-9777,5,ChIJvWiOTkwbmogRnN__Cnaj8Zo
Baldwin Hearing Center,"3947 Gulf Shores Pkwy Suite 250, Gulf Shores, AL 36542, USA",SHOPPING,http://www.baldwinhearing.com/,(251) 210-3929,4.5,ChIJpSaFzGcPmogRgeSoAvY_Mys
VCA Magnolia by the Gulf,"19930 Oak Rd W, Gulf Shores, AL 36542, USA",SERVICES,https://vcahospitals.com/magnolia-by-the-gulf?utm_source=maps&utm_medium=organic&utm_campaign=AU_1192,(251) 968-7523,4.5,ChIJ9W1LSlsFmogREjOO8bkI1jY
Auburn Veterinary Specialists - Gulf Shores,"21541 Co Rd 8, Gulf Shores, AL 36542, USA",SERVICES,https://www.vetmed.auburn.edu/animal-owners/gulf_shores/,(251) 227-8480,4.7,ChIJFZSDapEPmogRQcLN4AaBCR0
Langston Animal Hospital,"6849 AL-59, Gulf Shores, AL 36542, USA",SERVICES,http://langstonanimalhospital.com/,(251) 943-8161,4.7,ChIJgX0xeo4FmogR9Fyk6SMTQxM
United States Postal Service,"2149 W 1st St, Gulf Shores, AL 36542, USA",SERVICES,https://tools.usps.com/locations/details/1365849?utm_source=google-my-business-url&utm_medium=search&utm_campaign=yext,(800) 275-8777,4,ChIJLyrndNcEmogRYNEpVw8qcdI
Gulf Shores Post Office,"2149 W 1st St, Gulf Shores, AL 36542, USA",SERVICES,http://www.postallocations.com/al/gulf-shores/gulf-shores,(251) 968-2231,2.6,ChIJVxGoY-wFmogRpwKK9dt0_tI
Hertz Car Rental - Fbo-gulf Air Jka No Allegiant,"3190 Airport Dr, Gulf Shores, AL 36542, USA",SERVICES,https://www.hertz.com/us/en/location/unitedstates/alabama/gulfshores/guft01?utm_campaign=gmb-Hertz-Car-Rental---Fbo-gulf-Air-Jka-No-Allegiant&utm_medium=gmb-websitelink&utm_source=Google,(251) 943-6466,1,ChIJG3SvcpsFmogRYWDT9598PUw
Chevron Gulf Shores,"15827 AL-180, Gulf Shores, AL 36542, USA",SERVICES,http://www.chevronwithtechron.com/stations/station-finder.aspx,(251) 967-2862,4,ChIJM7pxtZUbmogROh5Xu6aBNyc
All Baldwin Cleaners,"208 W Fort Morgan Rd, Gulf Shores, AL 36542, USA",SERVICES,,(251) 968-2501,3.3,ChIJ7XxF6c8EmogRuWkP3Wbbuj8
Island Carpet & Tile Cleaning,"20842 Robinson Ln, Gulf Shores, AL 36542, USA",SERVICES,http://www.cleanfloorsgs.com/,(251) 943-4889,5,ChIJfT_7t3oFmogRth70BJbSZdE
Kwik Dry Cleaning Services,"16961 AL-180 suite c, Gulf Shores, AL 36542, USA",SERVICES,,(251) 979-4481,4.8,ChIJvWiOTkwbmogRyAVDjoxRUF0
Anna's Laundromat,"205 Fort Morgan Rd Trail, Gulf Shores, AL 36542, USA",SERVICES,,(251) 968-7070,3.4,ChIJ28Kr7s8EmogRj0naiZ4bsz4
The Laundry Lounge,"1700 E 1st St, Gulf Shores, AL 36542, USA",SERVICES,https://thelaundryloungegs.com/,(251) 256-6784,5,ChIJyYPPgp0FmogRRfZbK2ub9bY
Southern Comfort Laundromat,"3645 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,http://www.southerncomfortlaundry.com/,(251) 979-8322,4.3,ChIJW8zYPzkFmogRmceFNLhNfOA
