name,address,website,phone,rating
Games and Grub,"1000 Gulf Beach Hwy, Gulf Shores, FL",https://gamesandgrub.netlify.app/,(850) 287-9430,5
Wild Greg's Saloon,"22 S Palafox St, Gulf Shores, FL",http://wildgregssaloon.com/,(850) 912-4405,3.1
Blend Lounge,"200 S Palafox St, Gulf Shores, FL",https://blendlounge.com/,(850) 466-5918,4.2
Patches Lounge,"5100 Girby Rd, Gulf Shores, AL",https://www.aliseandcosalon.com,(251) 661-8028,4.3
Hibas Karaoke & Arcade Bar,"{'street': '3800 Gulf Shores Pkwy, Unit 210', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.3015609, 'lng': -87.6809302}}",https://hibasgulfshores.com,,
The Roundup,"560 E Heinberg St, Gulf Shores, FL",,(850) 433-8482,4.3
Alabama Gulf Coast Music Hall - THE BIG RED BARN - Foley,"12615-A Foley Beach Express, Gulf Shores, AL",https://alabamagulfcoastmusichall.com/,(251) 978-2462,4.5
Bar 45,"4500 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://oneclubgulfshores.com/45-restaurant-bar/,(251) 968-3234,4.3
Bleus Burger Restaurant & Bar,"{'street': '3800 Gulf Shores Parkway, Suite 240', 'city': 'Gulf Shores', 'state': 'Alabama', 'zip': '36542', 'coordinates': {'lat': 30.302294, 'lng': -87.680551}}",https://www.bleusburger.com,251-219-8448,
Sam's Lounge,"1225 N Old Corry Field Rd, Gulf Shores, FL",https://osoalabama.com,(850) 725-4510,4.1
Whiskey Barrel,"3810 W Navy Blvd, Gulf Shores, FL",https://www.whiskeybarrelpensacola.com/,(850) 741-2256,3.9
Wind Creek Montgomery,"1801 Eddie L Tullis Rd, Gulf Shores, AL",https://windcreek.com/montgomery,(866) 946-3360,4.2
The Dirty Rebel Barbershop and Grooming Lounge,"4651 Main St k104, Gulf Shores, AL",https://www.thedirtyrebel.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1919119042087944609,(251) 697-3235,4.9
Pelican Pub,"1102 De Soto Ave, Gulf Shores, AL",,(251) 861-7180,4.3
HairPhix Salon & ColorBar,"805 Main St, Gulf Shores, AL",http://www.hairphixsalon.com/,(970) 380-0578,4.7
Dolphin & Sailing Tours by Cetacean Cruises,"4673 Wharf Pkwy W b, Gulf Shores, AL",http://cetaceancruises.com/,(251) 550-8000,4.9
Cordova Lanes Inc.,"2111 Airport Blvd, Gulf Shores, FL",https://www.cordovalanes.com/,(850) 477-2300,4.3
Agave Bar & Grill,"3800 Gulf Shores Pkwy # 370, Gulf Shores, AL 36542, USA",https://agavebargrillal.com/,(251) 948-0550,4.5
Oops Alley Family Entertainment Center,"3721 US-90, Gulf Shores, FL",http://oopsalley.com/,(850) 995-9393,4.3
DeLuna Lanes,"590 E 9 Mile Rd, Gulf Shores, FL",http://delunalanes.com/,(850) 478-9522,4.3
Mudbugs Dive Bar,"624 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.facebook.com/MudBugs-Pub-113373175361869/,(251) 948-8081,3.9
San Bar at the wharf,"4851 Wharf Pkwy W, Orange Beach, AL 36561, USA, Gulf Shores, AL",https://alwharf.com/?utm_source=GBP&utm_medium=organic&utm_campaign=website,(251) 224-1000,4.5
Bleus Burger Restaurant and Bar,"3800 Gulf Shores Pkwy #240, Gulf Shores, AL 36542, USA",http://www.bleusburger.com/,(251) 219-8448,4.4
Zebra Club,"2343 Dauphin Island Pkwy, Gulf Shores, AL",http://thebeachclub.spectrumresorts.com/,(251) 391-1377,4.4
Sleepy Hollow Bar,"5701 W Jackson St, Gulf Shores, FL",http://www.divebarkaraoke.com/,(850) 455-9288,4.4
Tillys Dance Club,"7939 Cottage Hill Rd, Gulf Shores, AL",https://www.facebook.com/profile.php?id=61558948550181&mibextid=LQQJ4d,,4.5
Seville Quarter,"130 E Government St, Gulf Shores, FL",http://www.sevillequarter.com/,(850) 434-6211,4.4
Wild and Barefoot Photo,"505 E 21st Ave, Gulf Shores, AL",http://wildandbarefootphoto.com/,(251) 948-8141,4.8
Vibar nails Pensacola,"5331 Bellamy Ave, Gulf Shores, FL",https://vibarnails.com/,(305) 504-1511,4.7
Rocky's Bar,"3703 Gulf Beach Hwy, Gulf Shores, FL",http://rockysbar.net/,(850) 455-9310,4.3
Barkley House,"410 S Florida Blanca St, Gulf Shores, FL",https://historicpensacola.org/plan-your-visit/museums-properties/barkley-house/,(850) 595-5985,4.6
Cabaret,"101 S Jefferson St E, Gulf Shores, FL",,(850) 607-2020,4.5
Signature Event Lounge,"100 Boeing St, Gulf Shores, FL",,,5
