name,address,website,phone,rating
A Specialty Bakery and Party Shoppe,"{'street': '2200 East 2nd Street, Suite I', 'city': 'Gulf Shores', 'state': 'AL'}",http://aspecialtybakery.net/,251-968-2253,
Chocolate Corner & Ice Cream,"{'street': '200 W Fort Morgan Rd', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.264748, 'lng': -87.690071}}",http://chocolatecorneronline.com/,(251) 948-2462,4.8
Smallcakes Foley,"2163 S McKenzie St suite i, Gulf Shores, AL",https://www.smallcakesfoley.com/,(251) 407-1004,4.8
Matt's Homemade Ice Cream,"1308 Gulf Shores Pkwy, Gulf Shores, AL",,(251) 948-7098,4.5
Craft Gourmet Bakery,"5555 N Davis Hwy, Gulf Shores, FL",https://www.craftgourmetbakery.com/,(850) 332-5921,4.6
Yumm Twister & Ice Cream,"229 E 20th Ave Suite 8, Gulf Shores, AL",http://www.yummtcf.com/,(251) 281-8288,4.8
R'Reileigh's Daybreak Cafe',"34291 US-98, Gulf Shores, AL",https://www.facebook.com/Reileighsdaybreak1211/,(251) 961-8000,4.7
Bam Coffee 3,"13160 Sorrento Rd Unit BAM, Gulf Shores, FL",http://foamcoffeeandshop.com,(850) 490-4233,4.7
Beach Bums Coffee & Deli,"15849 AL-180, Gulf Shores, AL",,#ERROR!,4.7
Adonna's Garden St Cafe and Bakery,"811 W Garden St, Gulf Shores, FL",http://www.gardenstcafe.com/,(850) 696-2227,4.2
Kilwins Ice Cream - Chocolate - Fudge,"4751 Main St F 113, Gulf Shores, AL",https://www.kilwins.com/pages/stores-near-me-orange-beach-al-36561-0178,(251) 981-3120,4.7
Beach Girl Coffee,"3500 Gulf Shores Pkwy, Gulf Shores, AL",https://www.beachgirlcoffee.com/,(251) 948-0474,4.7
Exploreum Science Center & PCI Digital Dome Theater,"65 Government St, Gulf Shores, AL",http://www.exploreum.com/,(251) 208-6893,4.4
Frost Bites Gulf Shores/Orange Beach,"27853 Perdido Beach Blvd, Gulf Shores, AL",http://www.facebook.com/frostbitesgulfshores,(214) 578-2014,5
The Sugar Shack & Cafe,"4851 Wharf Pkwy, Gulf Shores, AL",(251) 555-0400,30.2803,3.7
Bodacious Shops,"407 S Palafox St, Gulf Shores, FL",https://bodaciousshops.com/,(850) 434-6300,4.5
Dirty Dough Cookies - Pensacola,"85 W Airport Blvd suite 2, Gulf Shores, FL",https://dirtydoughcookies.com/,(850) 542-7068,4.7
J's Bakery and Cafe,"2014 N 12th Ave, Gulf Shores, FL",http://www.jsbakeryandcafe.com/,(850) 439-6546,4.3
Foxy's Waffle Bar and Sugar Den,"202 Lemoyne Dr, Gulf Shores, AL",https://www.facebook.com/foxyswafflebar/,(251) 861-5683,4.6
Spoonz Rolled Ice Cream,"1544 Gulf Shores Pkwy, Gulf Shores, AL",https://facebook.com/SpoonzRolledIceCream,(256) 736-4021,4.9
A Specialty Bakery,"2200 E 2nd St STE I, Gulf Shores, AL 36542, USA",http://aspecialtybakery.net/,(251) 968-2253,4.8
Tropical Sno,"520 W Beach Blvd #6436, Gulf Shores, AL",,(251) 213-5651,4.7
Cherry on Top,"132 W 1st Ave #1, Gulf Shores, AL",https://m.facebook.com/profile.php?id=100063713581591,(251) 224-4160,4.8
Beachside Brew,"24132 Perdido Beach Blvd 2nd Floor, Gulf Shores, AL",,(251) 496-8079,5
Bikini Blini Bakery,"101 D S Owa Blvd, Gulf Shores, AL",http://bikiniblini.com/,(251) 609-1226,4.7
Happy Pappys Coffeehouse,"1550 W 2nd St Unit A5, Gulf Shores, AL 36542, USA",https://www.happypappyscoffee.com/,#ERROR!,4.8
Lighthouse Bakery,"919 Chaumont Ave, Gulf Shores, AL",https://www.facebook.com/LighthouseBakery/,(251) 861-2253,4.7
Cowbell Rolled Ice Cream,"2200 E 2nd St STE D, Gulf Shores, AL",http://cowbellrolledicecream.com/?utm_source=gmb&utm_medium=referral,(251) 970-2355,4.9
Petes Ice Cream and Donuts,"8 Market St, Gulf Shores, AL",,(251) 981-0115,4.5
Craft Gourmet Bakery & Cafe,"615 Scenic Hwy, Gulf Shores, FL",http://craftgourmetbakery.com/,(850) 332-5921,4.9
Island Sweets Ice Cream And Coffee Shop,"13700 Perdido Key Dr UNIT 108, Gulf Shores, FL",,(850) 332-5821,4.3
West Beach Coffee House,"900 W Beach Blvd #200, Gulf Shores, AL 36542, USA",,,4.4
Del's Ice Cream,"400 Gulf Shores Pkwy, Gulf Shores, AL",https://www.delsicecream.com/,(251) 317-4042,4.9
Milkshake Momma (Mama) Orange Beach,"25908 Canal Rd Suite F, Gulf Shores, AL",http://milkshakemomma.com/,(251) 228-4970,4.5
Surfside Pizza & Ice Cream,"520 W Beach Blvd, Gulf Shores, AL",https://surfsidepizza.com/,(251) 948-0078,4.2
Island Ice Cream & Treats,"1154 W Beach Blvd, Gulf Shores, AL",http://www.islandicecreamandtreats.com/,(251) 540-2423,4.6
Sugar Beach Bakery,"3489 Gulf Breeze Pkwy, Gulf Shores, FL",https://98bakery.com/,(850) 789-0333,4.6
Gelato Scoop - Gulf Shores,"101 E Beach Blvd Suite G, Gulf Shores, AL",https://iscream-gelato.com/locations/ice-cream-the-hangout-gulf-shores-alabama/,(251) 286-3129,4.4
Scoops Ice Cream,"601 Gulf Shores Pkwy, Gulf Shores, AL",,(251) 948-4800,4.6
Gourmet World Market,"Pelican Place At Craft Farms, Gulf Shores, AL",https://www.facebook.com/gourmetworldmarketal,(251) 285-5431,4.8
Pelican Scoops Ice Cream - Gulf Shores,"2429 E 2nd St, Gulf Shores, AL",https://www.facebook.com/profile.php?id=61557149854084&mibextid=kFxxJD,(251) 609-1515,4.9
The Yard Milkshake Bar,"3800 Gulf Shores Pkwy, Gulf Shores, AL",https://www.theyardmilkshakebar.com/gulf-shores-menu,(251) 948-0121,4
Kilwins Ice Cream & Chocolate Shop,"4751 Main St Unit F113, Gulf Shores, AL",https://www.kilwins.com/pages/stores-near-me-orange-beach-al-36561-0269,(251) 424-7425,5
Anchored Coffee House,"{'street': '1229 Gulf Shores Pkwy, Suite 101', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",https://anchoredcoffeehouse0557.s4shops.com/,(251) 486-0600,4.4
Gage's Ice Cream,"1538 Gulf Shores Pkwy #5, Gulf Shores, AL",,(251) 219-0382,5
Dippin' Dots,"217 Gulf Shores Pkwy, Gulf Shores, AL",http://dippindots.com/,(251) 923-4334,4
Bear Fruit Bowls and Coffee,"13440 Perdido Key Dr, Gulf Shores, FL",https://www.bearfruitbowls.com/,(850) 972-0469,4.8
Bahama Buck's - Orange Beach,"25747 Perdido Beach Blvd, Gulf Shores, AL",https://bahamabucks.com/shop/orange-beach/,(251) 395-4209,4.9
The Village Creamery,"925 Beach Club Trail, Gulf Shores, AL",https://thebeachclub.spectrumresorts.com/dining/village-creamery/,(251) 224-3660,4.3
Sweet Meltdown,"25054 State Ave, Gulf Shores, AL",,(251) 228-1999,4.8
