name,city,address,website,phone,rating
BuzzCatz Coffee & Sweets,Orange Beach,"25747 Perdido Beach Blvd suite 1, Orange Beach, AL 36561, USA",https://www.carmeloitalian.com/,(251) 200-4375,4.5
Cafe Beignet of Alabama OB,Orange Beach,"25025 Canal Rd, Orange Beach, AL 36561, USA",https://theundertow.shop/,(251) 981-3331,4.3
Cafe Beignets of Alabama GS,Gulf Shores,"229 E 20th Ave #13, Gulf Shores, AL 36542, USA",http://www.southernshorescoffee.com/,(251) 442-5415,4.2
Caribe Marina,Orange Beach,"25025 Canal Rd, Orange Beach, AL 36561, USA",https://theundertow.shop/,(251) 981-3331,4.6
Chocolate Corner & Ice Cream,Gulf Shores,"1137 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://kingneptunes.website/,(251) 968-5464,4.1
City Donut,Orange Beach,"4724 Main St, Orange Beach, AL 36561, USA",https://www.citydonutob.com/?utm_source=google+&utm_medium=organic&utm_campaign=gbp,(251) 981-3688,4.6
Coastal Coffee Co.,Orange Beach,"5749 Bay La Launch Ave, Orange Beach, AL 36561, USA",https://www.osobearpoint.com/,(251) 345-6738,4.5
Coastal Orange Beach,Orange Beach,"24705 Canal Rd, Orange Beach, AL 36561, USA",https://www.brickandspoon.com/,(251) 981-7772,4.6
Cowbell Rolled Ice Cream,Gulf Shores,"1631 Crosswinds Ct, Gulf Shores, AL 36542, USA",https://jessesrestaurant.com/,(251) 965-3827 ext. 2,4.7
Crave Cookies,Orange Beach,"25814 Canal Rd, Orange Beach, AL 36561, USA",https://bigfishrestaurantbar.com/,(251) 981-5516,4.5
Crumbl,Gulf Shores,"405 E Beach Blvd, Gulf Shores, AL 36542, USA",http://www.sea-n-suds.com/,(251) 948-7894,4.3
Daisy’s Donuts (Boba & Kolaches),Orange Beach,"4575 S Wilson Blvd, Orange Beach, AL 36561, USA",http://www.avepub.com/,(251) 200-0250,4.6
Deep South Cake Company,Orange Beach,"26619 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://theportatzekes.com/,(251) 341-2867,4.7
Del's Ice Cream,Orange Beach,"26189 Canal Rd, Orange Beach, AL 36561, USA",http://www.gtsonthebay.com/,(251) 980-8400,4.5
Duck’s Diner,Gulf Shores,"408 W Beach Blvd, Gulf Shores, AL 36542, USA",https://hightidedaiquiris.com/,(251) 324-6205,4.5
Flora-Bama Marina & Watersports,Orange Beach,"27075 Marina Rd, Orange Beach, AL 36561, USA",https://www.shippsdockside.com/,(251) 412-7447,4.7
Foam Coffee,Gulf Shores,"101 E Beach Blvd, Gulf Shores, AL 36542, USA",https://www.thehangout.com/hangout-gulf-shores/,(251) 948-3030,4.6
Frost Bites Gulf Shores/Orange Beach,Orange Beach,"4830 Wharf Pkwy W G101, Orange Beach, AL 36561, USA",http://islandtimedaiquiris.com/,(251) 224-0265,4.2
Game Kastle (Orange Beach),Orange Beach,"24515 Commercial Ave, Orange Beach, AL 36561, USA",https://locations.papajohns.com/united-states/al/36561/orange-beach/24515-commercial-avenue,(251) 981-7200,3.3
Gelato Scoop - Gulf Shores,Gulf Shores,"3800 Gulf Shores Pkwy #100, Gulf Shores, AL 36542, USA",http://www.kittyskafe.com/,(251) 948-5233,4.6
GTs On The Bay,Orange Beach,"25722 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.coastalorangebeach.com/,(251) 240-6001,4.6
Gulf Shores Kayak Rentals,Gulf Shores,"20249 State Park Rd, Gulf Shores, AL 36542, USA",http://woodsideatgsp.com/,(251) 923-3100,4.4
Gulf Shores Soda Fountain,Gulf Shores,"160 Cotton Creek Dr ste 250, Gulf Shores, AL 36542, USA",https://misoseafood.com/?utm_source=google,(251) 256-0051,4.6
Happy Pappys Coffeehouse,Gulf Shores,"205 E 2nd Ave, Gulf Shores, AL 36542, USA",http://mikeesseafood.com/,(251) 948-6452,4.1
High Tide Daiquiris & Mimosas,Gulf Shores,"131 Cove Ave, Gulf Shores, AL 36542, USA",http://covebargrill.com/,(251) 968-5353,4.6
Hope's Cheesecake,Gulf Shores,"128 E 1st Ave, Gulf Shores, AL 36542, USA",https://www.picnicbeach.com/,(251) 540-0117,4.8
Ike's Parasail,Gulf Shores,"2200 E 2nd St, Gulf Shores, AL 36542, USA",https://www.facebook.com/TheDinerAL/,(251) 224-3182,4.5
Kayden’s Homemade Candies & Ice Cream,Orange Beach,"27267 Perdido Beach Blvd #201, Orange Beach, AL 36561, USA",http://www.thelouisianalagniappe.com/,(251) 981-2258,4.6
Kilwins Ice Cream - Chocolate - Fudge,Orange Beach,"25689 Canal Rd Suite B, Orange Beach, AL 36561, USA",http://lunaseatanddrink.com/,(251) 980-5862,4.6
Kitty's Kafe,Gulf Shores,"244 E Beach Blvd, Gulf Shores, AL 36542, USA",http://www.gulfislandgrill.co/,(251) 968-4440,4.2
Lauria's by the Beach,Gulf Shores,"1550 AL-59, Gulf Shores, AL 36542, USA",http://efesgreekkitchen.com/,(256) 342-1000,4.5
Lickin Good Donuts & Kolaches -Gulf Shores,Gulf Shores,"8818 AL-180 Ste C, Gulf Shores, AL 36542, USA",https://www.sassybass.com/,(251) 948-3052,4.8
Matt's Homemade Ice Cream,Gulf Shores,"911 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.hogwildgs.com/,(251) 540-9453,4.5
Milkshake Momma (Mama) Orange Beach,Orange Beach,"26796 Canal Rd, Orange Beach, AL 36561, USA",https://www.facebook.com/thekegloungeandgrill,(251) 981-9462,4.3
Mrs Field’s Cookies,Gulf Shores,"601 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.mrsfields.com/store/gulf-shores,(251) 948-4800,4.6
Mythic Beach Banana Bar,Gulf Shores,"21196 E Beach Blvd, Gulf Shores, AL 36542, USA",https://perchgsp.com/?SEO_id=GMB--R-PNSLGHH-2&y_source=1_MjY1ODk0MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(251) 540-6100,4.2
Oasis Beachside Cafe & Bar,Orange Beach,"26009 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://cottonsorangebeach.com/,(251) 981-9268,3.9
OB Watersports,Orange Beach,"25405 Perdido Beach Blvd Suite 10, Orange Beach, AL 36561, USA",https://www.surfsidepizza.com/,(251) 981-2911,4.3
Orange Beach Boat Rentals,Orange Beach,"26619 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.zekeslanding.com/,(251) 280-8008,4.9
Parlor Doughnuts,Gulf Shores,"3800 Gulf Shores Pkwy #240, Gulf Shores, AL 36542, USA",http://www.bleusburger.com/,(251) 219-8448,4.9
Petes Ice Cream and Donuts,Orange Beach,"24151 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,(251) 360-2400,4.5
Pier 33,Gulf Shores,"101 W 6th Ave, Gulf Shores, AL 36542, USA",http://www.paparocco.com/,(251) 948-7262,4.2
Pleasure Island Parasail at Sportsman Marina,Orange Beach,"4619 Main St A101, Orange Beach, AL 36561, USA",https://www.teeoffatthewharf.com/,(251) 228-4899,4.8
Pontoon Boat Rentals Hudson Marina,Orange Beach,"4790 Main St f108, Orange Beach, AL 36561, USA",http://villaggiogrille.com/,(251) 224-6510,4.4
Publix Super Market at Colonial Promenade at Craft Farms,Gulf Shores,"100 E 2nd Ave, Gulf Shores, AL 36542, USA",https://www.sunlinerdiner.com/,(251) 937-6590,4.8
Publix Super Market at The Shoppes at Palm Pointe,Orange Beach,"25755 Perdido Beach Blvd ste f1, Orange Beach, AL 36561, USA",http://www.rotolos.com/,(251) 981-8895,4.1
Purple Octopus,Gulf Shores,"701 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.originaloysterhouse.com/,(251) 948-2445,4.4
Roasted Oak,Gulf Shores,"300 E 24th Ave, Gulf Shores, AL 36542, USA",http://bigbeachbrewing.com/,(251) 948-2337,4.8
Ruby Slipper,Orange Beach,"24131 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.wolfbaylodge.com/,(251) 965-5129,4.5
Sarah's Home Made,Gulf Shores,"124 W 1st Ave, Gulf Shores, AL 36542, USA",https://gulfcoaststeamer.com/,(251) 948-4042,3.9
Scoops Ice Cream,Gulf Shores,"3947 AL-59 #100, Gulf Shores, AL 36542, USA",http://www.islandwing.com/,(251) 970-1337,4.3
Selah,Gulf Shores,"309 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.cricospizza.com/,(251) 948-3100,4.6
Southern Shores Coffee,Gulf Shores,"3800 Gulf Shores Pkwy # 370, Gulf Shores, AL 36542, USA",https://agavebargrillal.com/,(251) 948-0550,4.6
Souvenir City,Gulf Shores,"1209 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",http://nonnaspizzagulfshores.com/,(251) 223-4270,4.3
Souvenir City of Orange Beach,Orange Beach,"4673 Wharf Pkwy W b, Orange Beach, AL 36561, USA",https://www.milemarker158.com/,(251) 224-6500 ext. 4,4.4
Sunliner Diner,Gulf Shores,"1545 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",http://www.fishrivergrill.com/,(251) 948-1110,4.8
SWEET CONE ALABAMA ICE CREAM,Orange Beach,"27267 Perdido Beach Blvd #115, Orange Beach, AL 36561, USA",http://www.gulfshoressteamer.com/,(251) 948-6344,4.3
The Beach Bun,Orange Beach,"25753 Canal Rd, Orange Beach, AL 36561, USA",http://www.cosmosrestaurantandbar.com/,(251) 948-9663,4.6
The Southern Grind at INDIGO,Orange Beach,"28099 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.cobaltrestaurant.net/,(251) 923-5300,4.5
The Southern Grind Coffee House at the WHARF,Orange Beach,"27500 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.thegulf.com/locations/orange-beach,(251) 424-1800,4.7
The Sugar Shack & Cafe,Orange Beach,"25405 Perdido Beach Blvd #25, Orange Beach, AL 36561, USA",http://www.sugarshackcafeob.com/,(251) 403-0828,3.6
The Yard Milkshake Bar,Gulf Shores,"984 W Beach Blvd, Gulf Shores, AL 36542, USA",https://janinospizzagulfshores.com/,(251) 500-1506,4
Top Tier Watersports,Orange Beach,"25311 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://mycactuscantina.com/,(251) 981-4628,4.2
Villaggio Grille,Orange Beach,"24221 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://docsseafoodandsteak.com/,(251) 281-0888,4.1
Wahoo Watersports,Orange Beach,"27206 Safe Harbor Dr, Orange Beach, AL 36561, USA",http://tackyjacks.com/,(251) 981-4144,4.5
Wave Jet Ski Rental,Orange Beach,"22843 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.thesoutherngrind.com/,(251) 975-2883,4.4
West Beach Coffee House,Gulf Shores,"3849 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",http://mycactuscantina.com/,(251) 943-8115,4.4
Woodside Restaurant,Gulf Shores,"120 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",https://www.hazelsnook.com/,(251) 923-3100,4.3
Yumm Twister & Ice Cream,Gulf Shores,"200 E 25th Ave, Gulf Shores, AL 36542, USA",http://lulusfunfoodmusic.com/,(251) 967-5858,4.3
Zeke's Restaurant,Orange Beach,"25908 Canal Rd, Orange Beach, AL 36561, USA",http://www.mycactuscantina.com/,(251) 974-0060,4.9
