name,city,address,website,phone,rating
Foam Coffee,Gulf Shores,"313 E 22nd Ave, Gulf Shores, AL 36542, USA",http://foamcoffeeandshop.com/,(251) 284-1620,4.6
Gulf Shores Diner,Gulf Shores,"3639 Gulf Shores Pkwy #4, Gulf Shores, AL 36542, USA",,(251) 948-0088,4.6
A Specialty Bakery,Gulf Shores,"2200 E 2nd St STE I, Gulf Shores, AL 36542, USA",http://aspecialtybakery.net/,(251) 968-2253,4.8
Alabama Sweet Tea Company,Orange Beach,"4601 Main St Suite B-108, Orange Beach, AL 36561, USA",https://alabamasweettea.com/,(251) 255-6770,5
Shell,Gulf Shores,"2020 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://find.shell.com/us/fuel/10089740-2020-gulf-shores-pkwy/en_US,(251) 973-6017,3.1
Cotton's Restaurant,Orange Beach,"26009 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://cottonsorangebeach.com/,(251) 981-9268,3.9
Peninsula Golf & Racquet Club,Gulf Shores,"20 Peninsula Blvd, Gulf Shores, AL 36542, USA",https://peninsulagolfclub.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(251) 968-8009,4.7
Pink Pony Pub,Gulf Shores,"137 E Gulf Pl, Gulf Shores, AL 36542, USA",http://www.pinkponypub.net/?utm_source=gbp&utm_medium=organic,(251) 948-6371,4.1
De Soto's Seafood Kitchen,Gulf Shores,"138 W 1st Ave, Gulf Shores, AL 36542, USA",https://www.desotosseafoodkitchen.com/,(251) 948-7294,4.4
Big Fish Restaurant,Orange Beach,"25814 Canal Rd, Orange Beach, AL 36561, USA",https://bigfishrestaurantbar.com/,(251) 981-5516,4.5
Tiki & Raw Bar,Orange Beach,"27844 Canal Rd, Orange Beach, AL 36561, USA",https://www.tikibarorangebeach.com/,(251) 277-4800,4.4
Peninsula Restaurant & Grill,Gulf Shores,"20 Peninsula Blvd, Gulf Shores, AL 36542, USA",https://peninsulagolfclub.com/bar-and-grill/,(251) 968-8010,4.5
Villaggio Grille,Orange Beach,"4790 Main St f108, Orange Beach, AL 36561, USA",http://villaggiogrille.com/,(251) 224-6510,4.4
Island Time Daiquiris & Pizza at The Wharf,Orange Beach,"4830 Wharf Pkwy W G101, Orange Beach, AL 36561, USA",http://islandtimedaiquiris.com/,(251) 224-0265,4.2
San Bar at the wharf,Orange Beach,"4851 Wharf Pkwy W, Orange Beach, AL 36561, USA",,,4.5
Ruby Slipper,Orange Beach,"24151 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,(251) 360-2400,4.5
Big Beach Brewing,Gulf Shores,"300 E 24th Ave, Gulf Shores, AL 36542, USA",http://bigbeachbrewing.com/,(251) 948-2337,4.8
Bleus Burger Restaurant and Bar,Gulf Shores,"3800 Gulf Shores Pkwy #240, Gulf Shores, AL 36542, USA",http://www.bleusburger.com/,(251) 219-8448,4.4
Tuscany Pizza and Grill,Gulf Shores,"Pelican Place, 3800 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",http://tuscanypizzaandgrill.com/,(251) 948-0777,4.4
Gulf to Go,Gulf Shores,"287 Royal Dr, Gulf Shores, AL 36542, USA",,(251) 973-6424,3.1
Marco's Pizza,Gulf Shores,"160 Cotton Creek Dr, Gulf Shores, AL 36542, USA",https://www.marcos.com/our-locations/restaurants/AL/Gulf-Shores/marcos-pizza-cotton-creek-drive-gulf-shores-gulf-shores-1,(251) 975-1200,4.1
Zaxbys Chicken Fingers & Buffalo Wings,Gulf Shores,"1800 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.zaxbys.com/locations/al/gulf-shores/1800-gulf-shores-pkwy/?utm_source=local&utm_medium=organic&utm_campaign=gmb,(251) 948-0400,4.2
LongHorn Steakhouse,Gulf Shores,"3810 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.longhornsteakhouse.com/locations/al/gulf-shores/gulf-shores/5313?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:gulf-shores-al-5313_pl:locurl_rd:1262,(251) 967-3480,4.4
Publix Super Market at Colonial Promenade at Craft Farms,Gulf Shores,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",https://www.publix.com/?setstorenumber=1292&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,(251) 948-1281,4.6
City Donut,Orange Beach,"25751 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.citydonutob.com/?utm_source=google+&utm_medium=organic&utm_campaign=gbp,(251) 981-3688,4.6
Kayden’s Homemade Candies & Ice Cream,Orange Beach,"25241 Perdido Beach Blvd Unit 107, Orange Beach, AL 36561, USA",http://kaydenscandyfactory.com/,(251) 923-5500,4.3
Hope's Cheesecake,Gulf Shores,"210 E 20th Ave, Gulf Shores, AL 36542, USA",http://www.hopescheesecake.com/,(251) 968-5858,4.7
Crave Cookies,Orange Beach,"Portside at The Wharf, 4593 Main St, Orange Beach, AL 36561, USA",https://cravecookies.com/,(251) 262-6777,4.8
Bagel Boy,Orange Beach,"3 Market St, Orange Beach, AL 36561, USA",,(251) 252-5396,4.7
Deep South Cake Company,Orange Beach,"25405 Perdido Beach Blvd #5, Orange Beach, AL 36561, USA",https://www.facebook.com/deepsouthcakecompany/,(251) 978-3100,4.7
Publix Super Market at The Shoppes at Palm Pointe,Orange Beach,"25771 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.publix.com/?setstorenumber=1213&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,(251) 980-1400,4.6
Lickin Good Donuts & Kolaches -Gulf Shores,Gulf Shores,"229 E 20th Ave #14, Gulf Shores, AL 36542, USA",https://www.facebook.com/pages/category/Donut-Shop/Lickin-Good-Donuts-in-Gulf-Shores-2088614001361563/,(251) 233-3968,4.8
Publix Super Market at Paradise Isle Shopping Center,Gulf Shores,"1720 Gulf Shores Pkwy Ste 2, Gulf Shores, AL 36542, USA",https://www.publix.com/?utm_medium=maps&utm_source=google&utm_content=psm_google_override,(251) 240-3003,4.6
Original Romar House B & B Inn,Orange Beach,"23500 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.theoriginalromarhouse.com/,(251) 974-1625,4.9
Mudbugs Dive Bar,Gulf Shores,"624 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.facebook.com/MudBugs-Pub-113373175361869/,(251) 948-8081,3.9
Live Bait Night Club,Orange Beach,"24281 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.livebaitrestaurant.com/nightclub,(251) 974-1612,4.1
Hibas Gulf Shores Karaoke & Arcade Bar,Gulf Shores,"3800 Gulf Shores Pkwy Suite 210, Gulf Shores, AL 36542, USA",https://hibasgulfshores.com/,(251) 279-0414,4.7
Bar 45,Gulf Shores,"4500 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://oneclubgulfshores.com/45-restaurant-bar/,(251) 968-3234,4.4
China Dragon,Gulf Shores,"2200 E 2nd St STE K, Gulf Shores, AL 36542, USA",https://www.chinadragonalabama.com/,(251) 968-2115,3.6
Domino's Pizza,Gulf Shores,"1145 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(251) 968-4110,3.2
Domino's Pizza,Orange Beach,"25814 Canal Rd Ste 6, Orange Beach, AL 36561, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(251) 981-8880,3.5
Sbarro,Orange Beach,"23679 Canal Rd, Orange Beach, AL 36561, USA",https://sbarro.com/locations/alabama/orange-beach/orange-beach/,(251) 283-3582,2.8
Smoothie King,Orange Beach,"24824 Canal Rd, Orange Beach, AL 36561, USA",https://locations.smoothieking.com/ll/us/al/orangebeach/24824-canal-rd/?utm_source=google&utm_medium=organic&utm_content=SOCi,(251) 223-4892,4.2
Domino's Pizza,Orange Beach,"3099 Loop Rd Suite 2, Orange Beach, AL 36561, USA",https://pizza.dominos.com/alabama/orange-beach/3099-loop-rd-unit-2/,(251) 200-5600,3.1
Surfside Pizza Orange Beach,Orange Beach,"25405 Perdido Beach Blvd Suite 10, Orange Beach, AL 36561, USA",https://www.surfsidepizza.com/,(251) 981-2911,4.3
Domino's Pizza,Gulf Shores,"3947 AL-59 Ste 180 STE 180, Gulf Shores, AL 36542, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(251) 228-5425,3.5
Surfside Pizza & Ice Cream,Gulf Shores,"520 W Beach Blvd, Gulf Shores, AL 36542, USA",https://surfsidepizza.com/,(251) 948-0078,4.2
Sbarro,Gulf Shores,"7074 AL-59, Gulf Shores, AL 36480, USA",http://www.sbarro.com/,(251) 571-3079,3.6
Latitude 30,Orange Beach,"27200 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.perdidobeachresort.com/dining/latitude-30,(251) 981-9811,4.1
Daisy’s Donuts (Boba & Kolaches),Orange Beach,"26651 Perdido Beach Blvd A, Orange Beach, AL 36561, USA",,(251) 200-0040,4.2
